iter	MultiClass	Accuracy:use_weights=true	Accuracy:use_weights=false	MultiClass:use_weights=true	MultiClass:use_weights=false
334	0.05910447217	0.9779354276	0.9779354276	0.05910447217	0.05910447217
335	0.05910385399	0.9779354276	0.9779354276	0.05910385399	0.05910385399
336	0.05910343647	0.9779354276	0.9779354276	0.05910343647	0.05910343647
337	0.05910164683	0.9779354276	0.9779354276	0.05910164683	0.05910164683
338	0.05910131627	0.9779354276	0.9779354276	0.05910131627	0.05910131627
339	0.05910068272	0.9779354276	0.9779354276	0.05910068272	0.05910068272
340	0.05909739246	0.9779354276	0.9779354276	0.05909739246	0.05909739246
341	0.05909707848	0.9779354276	0.9779354276	0.05909707848	0.05909707848
342	0.05909610184	0.9779354276	0.9779354276	0.05909610184	0.05909610184
343	0.05909457446	0.9779395426	0.9779395426	0.05909457446	0.05909457446
344	0.05909409161	0.9779395426	0.9779395426	0.05909409161	0.05909409161
345	0.05909318229	0.9779395426	0.9779395426	0.05909318229	0.05909318229
346	0.05909190079	0.9779395426	0.9779395426	0.05909190079	0.05909190079
347	0.05909171809	0.9779395426	0.9779395426	0.05909171809	0.05909171809
348	0.05908851251	0.9779395426	0.9779395426	0.05908851251	0.05908851251
349	0.05908801952	0.9779395426	0.9779395426	0.05908801952	0.05908801952
350	0.05908590218	0.9779395426	0.9779395426	0.05908590218	0.05908590218
351	0.05908535831	0.9779395426	0.9779395426	0.05908535831	0.05908535831
352	0.05908237359	0.9779395426	0.9779395426	0.05908237359	0.05908237359
353	0.05908200822	0.9779354276	0.9779354276	0.05908200822	0.05908200822
354	0.05907976907	0.9779436576	0.9779436576	0.05907976907	0.05907976907
355	0.05907933766	0.9779395426	0.9779395426	0.05907933766	0.05907933766
356	0.05907680517	0.9779395426	0.9779395426	0.05907680517	0.05907680517
357	0.05907641063	0.9779395426	0.9779395426	0.05907641063	0.05907641063
358	0.05907608001	0.9779395426	0.9779395426	0.05907608001	0.05907608001
359	0.05907574299	0.9779395426	0.9779395426	0.05907574299	0.05907574299
360	0.05907544351	0.9779395426	0.9779395426	0.05907544351	0.05907544351
361	0.05907508128	0.9779395426	0.9779395426	0.05907508128	0.05907508128
362	0.05907246113	0.9779436576	0.9779436576	0.05907246113	0.05907246113
363	0.05907170201	0.9779436576	0.9779436576	0.05907170201	0.05907170201
364	0.05907005819	0.9779436576	0.9779436576	0.05907005819	0.05907005819
365	0.05906933895	0.9779395426	0.9779395426	0.05906933895	0.05906933895
366	0.05906885483	0.9779395426	0.9779395426	0.05906885483	0.05906885483
367	0.05906632589	0.9779395426	0.9779395426	0.05906632589	0.05906632589
368	0.05906541162	0.9779395426	0.9779395426	0.05906541162	0.05906541162
369	0.05906496084	0.9779395426	0.9779395426	0.05906496084	0.05906496084
370	0.05906309391	0.9779395426	0.9779395426	0.05906309391	0.05906309391
371	0.05906271328	0.9779395426	0.9779395426	0.05906271328	0.05906271328
372	0.05906236133	0.9779395426	0.9779395426	0.05906236133	0.05906236133
373	0.05906220526	0.9779395426	0.9779395426	0.05906220526	0.05906220526
374	0.05906193271	0.9779395426	0.9779395426	0.05906193271	0.05906193271
375	0.05906158508	0.9779395426	0.9779395426	0.05906158508	0.05906158508
376	0.05905997677	0.9779395426	0.9779395426	0.05905997677	0.05905997677
377	0.05905964949	0.9779395426	0.9779395426	0.05905964949	0.05905964949
378	0.05905883004	0.9779477726	0.9779477726	0.05905883004	0.05905883004
379	0.05905863986	0.9779477726	0.9779477726	0.05905863986	0.05905863986
380	0.05905838009	0.9779477726	0.9779477726	0.05905838009	0.05905838009
381	0.05905787937	0.9779477726	0.9779477726	0.05905787937	0.05905787937
382	0.05905686334	0.9779477726	0.9779477726	0.05905686334	0.05905686334
383	0.05905516983	0.9779477726	0.9779477726	0.05905516983	0.05905516983
384	0.05905451419	0.9779477726	0.9779477726	0.05905451419	0.05905451419
385	0.05905422692	0.9779477726	0.9779477726	0.05905422692	0.05905422692
386	0.05905379175	0.9779477726	0.9779477726	0.05905379175	0.05905379175
387	0.05905358108	0.9779477726	0.9779477726	0.05905358108	0.05905358108
388	0.05905328947	0.9779477726	0.9779477726	0.05905328947	0.05905328947
389	0.05905223537	0.9779477726	0.9779477726	0.05905223537	0.05905223537
390	0.05905188897	0.9779477726	0.9779477726	0.05905188897	0.05905188897
391	0.0590515361	0.9779477726	0.9779477726	0.0590515361	0.0590515361
392	0.0590512945	0.9779477726	0.9779477726	0.0590512945	0.0590512945
393	0.05905096782	0.9779477726	0.9779477726	0.05905096782	0.05905096782
394	0.0590507223	0.9779477726	0.9779477726	0.0590507223	0.0590507223
395	0.05905014485	0.9779477726	0.9779477726	0.05905014485	0.05905014485
396	0.05904998724	0.9779477726	0.9779477726	0.05904998724	0.05904998724
397	0.05904875106	0.9779477726	0.9779477726	0.05904875106	0.05904875106
398	0.05904797987	0.9779477726	0.9779477726	0.05904797987	0.05904797987
399	0.05904751407	0.9779477726	0.9779477726	0.05904751407	0.05904751407
400	0.05904627292	0.9779477726	0.9779477726	0.05904627292	0.05904627292
401	0.0590448672	0.9779477726	0.9779477726	0.0590448672	0.0590448672
402	0.05904406311	0.9779477726	0.9779477726	0.05904406311	0.05904406311
403	0.05904371151	0.9779477726	0.9779477726	0.05904371151	0.05904371151
404	0.05904263189	0.9779477726	0.9779477726	0.05904263189	0.05904263189
405	0.05904215841	0.9779477726	0.9779477726	0.05904215841	0.05904215841
406	0.05904126955	0.9779477726	0.9779477726	0.05904126955	0.05904126955
407	0.05904103055	0.9779477726	0.9779477726	0.05904103055	0.05904103055
408	0.05904045689	0.9779477726	0.9779477726	0.05904045689	0.05904045689
409	0.05903808186	0.9779477726	0.9779477726	0.05903808186	0.05903808186
410	0.05903769151	0.9779560025	0.9779560025	0.05903769151	0.05903769151
411	0.05903669895	0.9779560025	0.9779560025	0.05903669895	0.05903669895
412	0.05903643821	0.9779560025	0.9779560025	0.05903643821	0.05903643821
413	0.05903619591	0.9779560025	0.9779560025	0.05903619591	0.05903619591
414	0.05903567606	0.9779560025	0.9779560025	0.05903567606	0.05903567606
415	0.05903484962	0.9779560025	0.9779560025	0.05903484962	0.05903484962
416	0.059034709	0.9779560025	0.9779560025	0.059034709	0.059034709
417	0.05903447192	0.9779560025	0.9779560025	0.05903447192	0.05903447192
418	0.05903424424	0.9779560025	0.9779560025	0.05903424424	0.05903424424
419	0.05903408445	0.9779601175	0.9779601175	0.05903408445	0.05903408445
420	0.05903289317	0.9779601175	0.9779601175	0.05903289317	0.05903289317
421	0.0590322902	0.9779560025	0.9779560025	0.0590322902	0.0590322902
422	0.05903141753	0.9779560025	0.9779560025	0.05903141753	0.05903141753
423	0.05903124659	0.9779560025	0.9779560025	0.05903124659	0.05903124659
424	0.05903105535	0.9779560025	0.9779560025	0.05903105535	0.05903105535
425	0.05903082494	0.9779560025	0.9779560025	0.05903082494	0.05903082494
426	0.05902917187	0.9779560025	0.9779560025	0.05902917187	0.05902917187
427	0.05902880218	0.9779560025	0.9779560025	0.05902880218	0.05902880218
428	0.05902850873	0.9779560025	0.9779560025	0.05902850873	0.05902850873
429	0.05902823	0.9779560025	0.9779560025	0.05902823	0.05902823
430	0.0590280921	0.9779560025	0.9779560025	0.0590280921	0.0590280921
431	0.05902770564	0.9779560025	0.9779560025	0.05902770564	0.05902770564
432	0.05902739562	0.9779560025	0.9779560025	0.05902739562	0.05902739562
433	0.05902559789	0.9779560025	0.9779560025	0.05902559789	0.05902559789
434	0.05902288232	0.9779560025	0.9779560025	0.05902288232	0.05902288232
435	0.05902266768	0.9779560025	0.9779560025	0.05902266768	0.05902266768
436	0.05902223885	0.9779560025	0.9779560025	0.05902223885	0.05902223885
437	0.05902213865	0.9779560025	0.9779560025	0.05902213865	0.05902213865
438	0.05902199668	0.9779560025	0.9779560025	0.05902199668	0.05902199668
439	0.05902187053	0.9779560025	0.9779560025	0.05902187053	0.05902187053
440	0.05902160041	0.9779560025	0.9779560025	0.05902160041	0.05902160041
441	0.05902094877	0.9779560025	0.9779560025	0.05902094877	0.05902094877
442	0.05902062512	0.9779601175	0.9779601175	0.05902062512	0.05902062512
443	0.05902040894	0.9779601175	0.9779601175	0.05902040894	0.05902040894
444	0.05902016482	0.9779601175	0.9779601175	0.05902016482	0.05902016482
445	0.05901958388	0.9779601175	0.9779601175	0.05901958388	0.05901958388
446	0.0590194629	0.9779601175	0.9779601175	0.0590194629	0.0590194629
447	0.0590192689	0.9779601175	0.9779601175	0.0590192689	0.0590192689
448	0.0590189665	0.9779601175	0.9779601175	0.0590189665	0.0590189665
449	0.05901863341	0.9779601175	0.9779601175	0.05901863341	0.05901863341
450	0.05901833435	0.9779601175	0.9779601175	0.05901833435	0.05901833435
451	0.05901802361	0.9779601175	0.9779601175	0.05901802361	0.05901802361
452	0.05901749593	0.9779601175	0.9779601175	0.05901749593	0.05901749593
453	0.05901698783	0.9779601175	0.9779601175	0.05901698783	0.05901698783
454	0.05901571905	0.9779601175	0.9779601175	0.05901571905	0.05901571905
455	0.05901517112	0.9779601175	0.9779601175	0.05901517112	0.05901517112
456	0.0590145034	0.9779601175	0.9779601175	0.0590145034	0.0590145034
457	0.05901434101	0.9779601175	0.9779601175	0.05901434101	0.05901434101
458	0.05901413568	0.9779601175	0.9779601175	0.05901413568	0.05901413568
459	0.05901367449	0.9779601175	0.9779601175	0.05901367449	0.05901367449
460	0.05901325863	0.9779601175	0.9779601175	0.05901325863	0.05901325863
461	0.05901301146	0.9779601175	0.9779601175	0.05901301146	0.05901301146
462	0.05901280539	0.9779601175	0.9779601175	0.05901280539	0.05901280539
463	0.05901250458	0.9779601175	0.9779601175	0.05901250458	0.05901250458
464	0.05901176761	0.9779601175	0.9779601175	0.05901176761	0.05901176761
465	0.05900913261	0.9779601175	0.9779601175	0.05900913261	0.05900913261
466	0.05900832223	0.9779601175	0.9779601175	0.05900832223	0.05900832223
467	0.05900810885	0.9779601175	0.9779601175	0.05900810885	0.05900810885
468	0.05900714115	0.9779601175	0.9779601175	0.05900714115	0.05900714115
469	0.05900695186	0.9779601175	0.9779601175	0.05900695186	0.05900695186
470	0.05900654259	0.9779601175	0.9779601175	0.05900654259	0.05900654259
471	0.05900563753	0.9779601175	0.9779601175	0.05900563753	0.05900563753
472	0.05900532562	0.9779601175	0.9779601175	0.05900532562	0.05900532562
473	0.05900501643	0.9779601175	0.9779601175	0.05900501643	0.05900501643
474	0.05900469711	0.9779642325	0.9779642325	0.05900469711	0.05900469711
475	0.05900363531	0.9779642325	0.9779642325	0.05900363531	0.05900363531
476	0.0590034215	0.9779642325	0.9779642325	0.0590034215	0.0590034215
477	0.05900260752	0.9779642325	0.9779642325	0.05900260752	0.05900260752
478	0.05900177564	0.9779642325	0.9779642325	0.05900177564	0.05900177564
479	0.05900148159	0.9779642325	0.9779642325	0.05900148159	0.05900148159
480	0.05900111982	0.9779642325	0.9779642325	0.05900111982	0.05900111982
481	0.05900078414	0.9779642325	0.9779642325	0.05900078414	0.05900078414
482	0.05899950175	0.9779642325	0.9779642325	0.05899950175	0.05899950175
483	0.05899928741	0.9779642325	0.9779642325	0.05899928741	0.05899928741
484	0.05899913844	0.9779642325	0.9779642325	0.05899913844	0.05899913844
485	0.05899883732	0.9779642325	0.9779642325	0.05899883732	0.05899883732
486	0.05899872623	0.9779642325	0.9779642325	0.05899872623	0.05899872623
487	0.05899847801	0.9779642325	0.9779642325	0.05899847801	0.05899847801
488	0.05899836912	0.9779642325	0.9779642325	0.05899836912	0.05899836912
489	0.05899760234	0.9779642325	0.9779642325	0.05899760234	0.05899760234
490	0.05899735062	0.9779642325	0.9779642325	0.05899735062	0.05899735062
491	0.05899684475	0.9779642325	0.9779642325	0.05899684475	0.05899684475
492	0.05899633744	0.9779642325	0.9779642325	0.05899633744	0.05899633744
493	0.05899537297	0.9779642325	0.9779642325	0.05899537297	0.05899537297
494	0.05899498125	0.9779642325	0.9779642325	0.05899498125	0.05899498125
495	0.05899479591	0.9779642325	0.9779642325	0.05899479591	0.05899479591
496	0.0589946157	0.9779642325	0.9779642325	0.0589946157	0.0589946157
497	0.05899437175	0.9779642325	0.9779642325	0.05899437175	0.05899437175
498	0.05899424284	0.9779642325	0.9779642325	0.05899424284	0.05899424284
499	0.05899406023	0.9779642325	0.9779642325	0.05899406023	0.05899406023
500	0.05899351869	0.9779642325	0.9779642325	0.05899351869	0.05899351869
501	0.05899343447	0.9779642325	0.9779642325	0.05899343447	0.05899343447
502	0.05899269978	0.9779642325	0.9779642325	0.05899269978	0.05899269978
503	0.05899154656	0.9779642325	0.9779642325	0.05899154656	0.05899154656
504	0.05899108785	0.9779642325	0.9779642325	0.05899108785	0.05899108785
505	0.0589905945	0.9779683475	0.9779683475	0.0589905945	0.0589905945
506	0.05898973634	0.9779683475	0.9779683475	0.05898973634	0.05898973634
507	0.05898884423	0.9779683475	0.9779683475	0.05898884423	0.05898884423
508	0.05898839158	0.9779683475	0.9779683475	0.05898839158	0.05898839158
509	0.05898792496	0.9779683475	0.9779683475	0.05898792496	0.05898792496
510	0.0589869044	0.9779683475	0.9779683475	0.0589869044	0.0589869044
511	0.05898642809	0.9779683475	0.9779683475	0.05898642809	0.05898642809
512	0.05898611277	0.9779683475	0.9779683475	0.05898611277	0.05898611277
513	0.05898546085	0.9779683475	0.9779683475	0.05898546085	0.05898546085
514	0.05898502197	0.9779683475	0.9779683475	0.05898502197	0.05898502197
515	0.05898456607	0.9779683475	0.9779683475	0.05898456607	0.05898456607
516	0.05898437193	0.9779683475	0.9779683475	0.05898437193	0.05898437193
517	0.05898375532	0.9779683475	0.9779683475	0.05898375532	0.05898375532
518	0.05898356716	0.9779683475	0.9779683475	0.05898356716	0.05898356716
519	0.05898339415	0.9779683475	0.9779683475	0.05898339415	0.05898339415
520	0.05898208542	0.9779683475	0.9779683475	0.05898208542	0.05898208542
521	0.05898177338	0.9779683475	0.9779683475	0.05898177338	0.05898177338
522	0.05898046792	0.9779683475	0.9779683475	0.05898046792	0.05898046792
523	0.05898014125	0.9779683475	0.9779683475	0.05898014125	0.05898014125
524	0.05897981901	0.9779683475	0.9779683475	0.05897981901	0.05897981901
525	0.05897785654	0.9779683475	0.9779683475	0.05897785654	0.05897785654
526	0.05897760017	0.9779683475	0.9779683475	0.05897760017	0.05897760017
527	0.05897660772	0.9779683475	0.9779683475	0.05897660772	0.05897660772
528	0.05897643961	0.9779683475	0.9779683475	0.05897643961	0.05897643961
529	0.05897613473	0.9779683475	0.9779683475	0.05897613473	0.05897613473
530	0.05897572428	0.9779683475	0.9779683475	0.05897572428	0.05897572428
531	0.05897546551	0.9779683475	0.9779683475	0.05897546551	0.05897546551
532	0.05897524833	0.9779683475	0.9779683475	0.05897524833	0.05897524833
533	0.05897511935	0.9779683475	0.9779683475	0.05897511935	0.05897511935
534	0.05897491043	0.9779683475	0.9779683475	0.05897491043	0.05897491043
535	0.05897419549	0.9779683475	0.9779683475	0.05897419549	0.05897419549
536	0.05897359759	0.9779683475	0.9779683475	0.05897359759	0.05897359759
537	0.0589730721	0.9779683475	0.9779683475	0.0589730721	0.0589730721
538	0.05897282208	0.9779683475	0.9779683475	0.05897282208	0.05897282208
539	0.05897197488	0.9779683475	0.9779683475	0.05897197488	0.05897197488
540	0.05897186527	0.9779683475	0.9779683475	0.05897186527	0.05897186527
541	0.0589714677	0.9779683475	0.9779683475	0.0589714677	0.0589714677
542	0.05897125284	0.9779683475	0.9779683475	0.05897125284	0.05897125284
543	0.05897103583	0.9779683475	0.9779683475	0.05897103583	0.05897103583
544	0.05896921952	0.9779683475	0.9779683475	0.05896921952	0.05896921952
545	0.05896857478	0.9779683475	0.9779683475	0.05896857478	0.05896857478
546	0.05896806564	0.9779683475	0.9779683475	0.05896806564	0.05896806564
547	0.05896739602	0.9779683475	0.9779683475	0.05896739602	0.05896739602
548	0.05896723021	0.9779683475	0.9779683475	0.05896723021	0.05896723021
549	0.0589671841	0.9779683475	0.9779683475	0.0589671841	0.0589671841
550	0.05896676735	0.9779683475	0.9779683475	0.05896676735	0.05896676735
551	0.05896653986	0.9779683475	0.9779683475	0.05896653986	0.05896653986
552	0.05896640893	0.9779683475	0.9779683475	0.05896640893	0.05896640893
553	0.05896627511	0.9779683475	0.9779683475	0.05896627511	0.05896627511
554	0.05896580792	0.9779683475	0.9779683475	0.05896580792	0.05896580792
555	0.05896567794	0.9779683475	0.9779683475	0.05896567794	0.05896567794
556	0.05896555249	0.9779683475	0.9779683475	0.05896555249	0.05896555249
557	0.05896544264	0.9779683475	0.9779683475	0.05896544264	0.05896544264
558	0.05896473283	0.9779683475	0.9779683475	0.05896473283	0.05896473283
559	0.05896441691	0.9779683475	0.9779683475	0.05896441691	0.05896441691
560	0.05896412066	0.9779683475	0.9779683475	0.05896412066	0.05896412066
561	0.05896361118	0.9779683475	0.9779683475	0.05896361118	0.05896361118
562	0.05896345865	0.9779683475	0.9779683475	0.05896345865	0.05896345865
563	0.05896320875	0.9779683475	0.9779683475	0.05896320875	0.05896320875
564	0.0589628404	0.9779683475	0.9779683475	0.0589628404	0.0589628404
565	0.05896271682	0.9779683475	0.9779683475	0.05896271682	0.05896271682
566	0.05896254237	0.9779683475	0.9779683475	0.05896254237	0.05896254237
567	0.05896136021	0.9779683475	0.9779683475	0.05896136021	0.05896136021
568	0.05896112415	0.9779683475	0.9779683475	0.05896112415	0.05896112415
569	0.0589607454	0.9779683475	0.9779683475	0.0589607454	0.0589607454
570	0.05896056601	0.9779683475	0.9779683475	0.05896056601	0.05896056601
571	0.05896041082	0.9779683475	0.9779683475	0.05896041082	0.05896041082
572	0.05896001634	0.9779683475	0.9779683475	0.05896001634	0.05896001634
573	0.0589598324	0.9779683475	0.9779683475	0.0589598324	0.0589598324
574	0.05895958174	0.9779683475	0.9779683475	0.05895958174	0.05895958174
575	0.05895942987	0.9779683475	0.9779683475	0.05895942987	0.05895942987
576	0.05895814126	0.9779683475	0.9779683475	0.05895814126	0.05895814126
577	0.05895800537	0.9779683475	0.9779683475	0.05895800537	0.05895800537
578	0.05895663095	0.9779724625	0.9779724625	0.05895663095	0.05895663095
579	0.0589558384	0.9779683475	0.9779683475	0.0589558384	0.0589558384
580	0.05895438173	0.9779683475	0.9779683475	0.05895438173	0.05895438173
581	0.05895423957	0.9779683475	0.9779683475	0.05895423957	0.05895423957
582	0.05895379975	0.9779683475	0.9779683475	0.05895379975	0.05895379975
583	0.05895370226	0.9779683475	0.9779683475	0.05895370226	0.05895370226
584	0.05895353624	0.9779724625	0.9779724625	0.05895353624	0.05895353624
585	0.0589534218	0.9779724625	0.9779724625	0.0589534218	0.0589534218
586	0.05895331737	0.9779724625	0.9779724625	0.05895331737	0.05895331737
587	0.05895281251	0.9779724625	0.9779724625	0.05895281251	0.05895281251
588	0.05895232946	0.9779724625	0.9779724625	0.05895232946	0.05895232946
589	0.05895195264	0.9779724625	0.9779724625	0.05895195264	0.05895195264
590	0.05895176293	0.9779724625	0.9779724625	0.05895176293	0.05895176293
591	0.05895158263	0.9779724625	0.9779724625	0.05895158263	0.05895158263
592	0.05895138238	0.9779724625	0.9779724625	0.05895138238	0.05895138238
593	0.05895096031	0.9779724625	0.9779724625	0.05895096031	0.05895096031
594	0.05895051687	0.9779724625	0.9779724625	0.05895051687	0.05895051687
595	0.05895043035	0.9779724625	0.9779724625	0.05895043035	0.05895043035
596	0.05895002887	0.9779724625	0.9779724625	0.05895002887	0.05895002887
597	0.0589496501	0.9779724625	0.9779724625	0.0589496501	0.0589496501
598	0.05894954435	0.9779724625	0.9779724625	0.05894954435	0.05894954435
599	0.05894813869	0.9779724625	0.9779724625	0.05894813869	0.05894813869
600	0.05894782591	0.9779724625	0.9779724625	0.05894782591	0.05894782591
601	0.05894763232	0.9779724625	0.9779724625	0.05894763232	0.05894763232
602	0.05894724228	0.9779724625	0.9779724625	0.05894724228	0.05894724228
603	0.05894697188	0.9779724625	0.9779724625	0.05894697188	0.05894697188
604	0.05894640541	0.9779724625	0.9779724625	0.05894640541	0.05894640541
605	0.0589462719	0.9779724625	0.9779724625	0.0589462719	0.0589462719
606	0.05894618392	0.9779724625	0.9779724625	0.05894618392	0.05894618392
607	0.05894596312	0.9779724625	0.9779724625	0.05894596312	0.05894596312
608	0.058945845	0.9779724625	0.9779724625	0.058945845	0.058945845
609	0.05894564299	0.9779724625	0.9779724625	0.05894564299	0.05894564299
610	0.0589454531	0.9779724625	0.9779724625	0.0589454531	0.0589454531
611	0.05894481539	0.9779724625	0.9779724625	0.05894481539	0.05894481539
612	0.05894463848	0.9779724625	0.9779724625	0.05894463848	0.05894463848
613	0.05894452245	0.9779724625	0.9779724625	0.05894452245	0.05894452245
614	0.0589439909	0.9779724625	0.9779724625	0.0589439909	0.0589439909
615	0.05894391081	0.9779724625	0.9779724625	0.05894391081	0.05894391081
616	0.05894094958	0.9779724625	0.9779724625	0.05894094958	0.05894094958
617	0.05894082192	0.9779724625	0.9779724625	0.05894082192	0.05894082192
618	0.05894056813	0.9779724625	0.9779724625	0.05894056813	0.05894056813
619	0.05894021562	0.9779724625	0.9779724625	0.05894021562	0.05894021562
620	0.05894003492	0.9779724625	0.9779724625	0.05894003492	0.05894003492
621	0.05893989402	0.9779724625	0.9779724625	0.05893989402	0.05893989402
622	0.058939376	0.9779765775	0.9779765775	0.058939376	0.058939376
623	0.05893930009	0.9779765775	0.9779765775	0.05893930009	0.05893930009
624	0.05893816632	0.9779765775	0.9779765775	0.05893816632	0.05893816632
625	0.05893805317	0.9779765775	0.9779765775	0.05893805317	0.05893805317
626	0.05893756522	0.9779765775	0.9779765775	0.05893756522	0.05893756522
627	0.05893734145	0.9779765775	0.9779765775	0.05893734145	0.05893734145
628	0.05893724727	0.9779765775	0.9779765775	0.05893724727	0.05893724727
629	0.05893708508	0.9779765775	0.9779765775	0.05893708508	0.05893708508
630	0.05893693747	0.9779765775	0.9779765775	0.05893693747	0.05893693747
631	0.05893624263	0.9779765775	0.9779765775	0.05893624263	0.05893624263
632	0.0589351066	0.9779765775	0.9779765775	0.0589351066	0.0589351066
633	0.05893492249	0.9779765775	0.9779765775	0.05893492249	0.05893492249
634	0.05893460632	0.9779765775	0.9779765775	0.05893460632	0.05893460632
635	0.05893411604	0.9779848075	0.9779848075	0.05893411604	0.05893411604
636	0.05893404395	0.9779848075	0.9779848075	0.05893404395	0.05893404395
637	0.05893358991	0.9779848075	0.9779848075	0.05893358991	0.05893358991
638	0.05893330203	0.9779848075	0.9779848075	0.05893330203	0.05893330203
639	0.05893321294	0.9779848075	0.9779848075	0.05893321294	0.05893321294
640	0.05893252528	0.9779848075	0.9779848075	0.05893252528	0.05893252528
641	0.05893234242	0.9779848075	0.9779848075	0.05893234242	0.05893234242
642	0.05893208573	0.9779848075	0.9779848075	0.05893208573	0.05893208573
643	0.05893178855	0.9779848075	0.9779848075	0.05893178855	0.05893178855
644	0.0589314511	0.9779848075	0.9779848075	0.0589314511	0.0589314511
645	0.0589313901	0.9779848075	0.9779848075	0.0589313901	0.0589313901
646	0.05893065774	0.9779848075	0.9779848075	0.05893065774	0.05893065774
647	0.05893057958	0.9779848075	0.9779848075	0.05893057958	0.05893057958
648	0.05893051893	0.9779848075	0.9779848075	0.05893051893	0.05893051893
649	0.05892997869	0.9779848075	0.9779848075	0.05892997869	0.05892997869
650	0.05892982224	0.9779848075	0.9779848075	0.05892982224	0.05892982224
651	0.05892974704	0.9779848075	0.9779848075	0.05892974704	0.05892974704
652	0.05892966215	0.9779848075	0.9779848075	0.05892966215	0.05892966215
653	0.05892956272	0.9779848075	0.9779848075	0.05892956272	0.05892956272
654	0.05892874883	0.9779848075	0.9779848075	0.05892874883	0.05892874883
655	0.05892849049	0.9779848075	0.9779848075	0.05892849049	0.05892849049
656	0.05892837041	0.9779848075	0.9779848075	0.05892837041	0.05892837041
657	0.05892826562	0.9779848075	0.9779848075	0.05892826562	0.05892826562
658	0.05892813175	0.9779848075	0.9779848075	0.05892813175	0.05892813175
659	0.05892805786	0.9779848075	0.9779848075	0.05892805786	0.05892805786
660	0.05892790988	0.9779848075	0.9779848075	0.05892790988	0.05892790988
661	0.05892783088	0.9779848075	0.9779848075	0.05892783088	0.05892783088
662	0.05892766468	0.9779848075	0.9779848075	0.05892766468	0.05892766468
663	0.05892760581	0.9779848075	0.9779848075	0.05892760581	0.05892760581
664	0.05892758246	0.9779848075	0.9779848075	0.05892758246	0.05892758246
665	0.058927479	0.9779848075	0.9779848075	0.058927479	0.058927479
666	0.05892739391	0.9779848075	0.9779848075	0.05892739391	0.05892739391
